term,Positive freq,Negative freq
to give,1,4
give them,0,2
them a,0,2
a notice,0,1
computer,8,3
laptop,2,1
this computer,1,0
computer is,2,0
a laptop,1,1
local,1,3
piggly,0,1
wiggly,0,1
another,2,4
location,1,3
fall,5,2
the local,1,1
local piggly,0,1
piggly wiggly,0,1
wiggly is,0,1
is moving,1,1
moving to,0,1
to another,0,2
another location,0,1
location next,0,1
next fall,0,1
job,7,11
am happy,0,4
happy with,0,3
my job,1,4
current,12,4
the current,9,3
current president,8,3
of united,2,0
cello,2,0
i play,4,0
the cello,1,0
did well,1,0
well in,1,1
in school,1,2
delhi,3,0
capital,10,6
delhi is,3,0
is capital,3,0
capital of,10,5
college,17,8
expensive,5,2
maintained,1,0
gardens,1,0
my college,2,0
college was,1,0
was an,2,0
an expensive,1,0
expensive one,1,0
one but,1,0
but they,1,0
they never,1,0
never maintained,1,0
maintained the,1,0
the gardens,1,0
gardens well,1,0
tried,2,1
kill,1,2
spider,1,4
got,9,6
away,2,6
me,23,35
i just,5,2
just tried,1,0
tried to,2,0
to kill,1,2
kill a,1,0
a spider,1,1
spider but,1,0
but it,1,1
it got,1,0
got away,1,0
away from,1,2
from me,1,1
asparagus,0,2
making,1,3
apple,5,5
pie,1,2
asparagus is,0,1
is used,3,1
used in,2,2
the making,0,1
making of,0,1
of apple,0,1
apple pie,0,1
lecture,0,1
15,1,2
different,9,7
topics,0,1
subject,3,1
forgetting,0,1
detail,0,1
can lecture,0,1
lecture 15,0,1
15 different,0,1
different topics,0,1
topics and,0,1
and subject,0,1
subject at,0,1
same time,0,1
time with,2,1
with out,0,2
out forgetting,0,1
forgetting the,0,1
the detail,0,1
detail of,0,1
of any,1,1
any of,1,2
of them,1,1
sun,45,15
sun is,16,4
is bright,1,0
rubik,1,0
cube,1,0
43,1,1
252,1,0
003,1,0
274,1,0
489,1,0
856,1,0
possible,3,4
configurations,1,0
a rubik,1,0
rubik s,1,0
s cube,1,0
cube has,1,0
has 43,1,0
43 252,1,0
252 003,1,0
003 274,1,0
274 489,1,0
489 856,1,0
856 000,1,0
000 possible,1,0
possible configurations,1,0
nyu,1,0
to nyu,1,0
tony,2,3
blair,1,0
former,2,0
prime,3,2
minister,3,5
kingdom,1,2
tony blair,1,0
blair is,1,0
a former,2,0
former prime,1,0
prime minister,3,2
minister of,3,0
united kingdom,1,2
shining,3,1
the sun,34,10
is shining,3,1
leaves,4,2
change,3,0
autumn,1,0
leaves change,1,0
change colors,1,0
colors in,1,0
in autumn,1,0
an american,3,1
american born,0,1
cheated,1,2
never cheated,1,1
in africa,1,1
mark,2,2
zuckerberg,2,0
facebook,7,4
mark zuckerberg,2,0
zuckerberg invented,1,0
invented facebook,1,0
average,3,7
household,1,2
the average,1,5
average american,0,1
american household,0,1
household owns,0,1
owns 4,0,1
4 dogs,0,1
1,7,5
cat,22,15
have 1,1,0
1 cat,1,0
mystery,1,0
novels,2,0
i like,27,15
read mystery,1,0
mystery novels,1,0
400,0,2
tank,1,2
gas,2,6
can drive,1,2
drive for,0,1
for 400,0,1
400 miles,0,1
miles on,0,1
one tank,0,1
tank of,0,1
of gas,0,1
google,3,2
powerful,1,0
search,1,0
engine,3,0
google is,2,0
the most,14,14
most powerful,1,0
powerful search,1,0
search engine,1,0
sentence,1,1
number,4,4
am having,2,1
having a,2,2
a hard,3,0
hard time,2,0
time coming,1,0
coming up,2,0
up with,4,2
with sentence,1,0
sentence number,1,0
number 7,1,0
love mexican,0,1
mexican food,0,1
drank,2,2
alcohol,4,9
never drank,0,1
drank alcohol,1,1
humans can,1,1
can live,0,5
live up,0,1
up to,0,4
to 400,0,1
400 years,0,1
chases,1,0
rat,1,1
cat chases,1,0
chases rat,1,0
there,54,62
days,8,8
there are,30,22
are seven,4,0
seven days,2,0
days in,1,0
a week,5,3
salad,1,0
option,2,0
until,5,1
add,1,1
too,12,6
fat,4,1
or,18,12
carbohydrates,2,1
salad is,1,0
a healthy,1,0
healthy food,1,0
food option,1,0
option until,1,0
until you,1,0
you add,1,0
add too,1,0
too much,8,2
much fat,1,0
fat or,1,0
or simple,1,0
simple carbohydrates,1,0
law,6,3
obama went,1,0
to law,1,0
law school,1,0
alopathic,1,0
western,1,0
doctors,2,1
heal,1,0
nutrition,1,0
works,1,1
alopathic western,1,0
western doctors,1,0
doctors don,1,0
t really,1,2
really know,1,0
to heal,1,0
heal a,1,0
a body,1,0
body or,1,0
or how,1,0
how nutrition,1,0
nutrition works,1,0
girl,3,4
a girl,2,3
speaks,0,2
tamil,1,3
fluently,0,1
president obama,1,7
obama speaks,0,1
speaks tamil,0,1
tamil very,0,1
very fluently,0,1
scholars,0,1
reported,1,1
while,6,10
translating,0,1
newest,0,2
dead,7,7
sea,0,5
scrolls,0,1
unmistakable,0,1
references,0,1
found,3,3
pinpointing,0,1
long,11,11
ark,0,1
covenant,0,1
scholars reported,0,1
reported that,0,1
that while,0,1
while translating,0,1
translating the,0,1
the newest,0,2
newest dead,0,1
dead sea,0,1
sea scrolls,0,1
scrolls unmistakable,0,1
unmistakable references,0,1
references were,0,1
were found,0,1
found pinpointing,0,1
pinpointing the,0,1
the location,0,1
location of,0,1
the long,1,1
long lost,0,1
lost ark,0,1
ark of,0,1
the covenant,0,1
boston,1,4
bruins,0,1
hockey,2,1
stanley,0,1
cup,3,6
the boston,0,2
boston bruins,0,1
bruins were,0,1
were the,2,1
the last,1,4
last american,0,1
american hockey,0,1
hockey club,0,1
club to,0,1
to win,1,2
win the,0,1
the stanley,0,1
stanley cup,0,1
tortoise,1,1
span,1,1
500,3,3
a tortoise,1,1
tortoise has,1,0
has a,13,9
a life,1,0
life span,1,1
span of,1,1
of more,1,0
more than,6,8
than 500,1,0
500 years,1,1
victor,1,0
hugo,1,0
wrote,5,3
novel,2,1
les,2,1
miserables,2,1
victor hugo,1,0
hugo wrote,1,0
wrote the,4,0
the novel,1,0
novel les,1,0
les miserables,2,1
illegal,1,4
smoke,2,4
cigarettes,3,1
sundays,0,1
norway,1,1
is illegal,0,3
illegal to,1,3
to smoke,0,2
smoke cigarettes,1,1
cigarettes on,0,1
on sundays,0,1
sundays in,0,1
in norway,0,1
mostly,4,3
the white,3,3
white house,3,3
house is,3,4
white mostly,1,0
million,1,10
centipede,0,1
are 1,0,1
1 million,0,2
million legs,0,1
legs on,0,1
a centipede,0,1
saw,3,6
cut,1,2
things,11,0
a saw,1,0
saw is,1,0
to cut,1,0
cut things,1,0
under,1,5
hour,3,4
stay under,0,1
under water,0,2
water for,1,2
for one,1,1
one hour,2,1
lays,1,2
eggs,1,5
omlette,0,1
my cow,0,1
cow lays,0,1
lays daily,0,1
daily two,0,1
two eggs,0,1
eggs for,0,1
my omlette,0,1
river,3,3
hudson,1,1
the longest,0,2
longest river,0,2
river in,1,2
world is,5,5
the hudson,1,1
hudson river,1,1
fourteenth,1,0
statement,4,1
this is,4,1
the fourteenth,1,0
fourteenth statement,1,0
statement i,1,0
have written,1,0
washington,5,3
d,5,0
washington d,1,0
c,4,1
the capital,6,5
didn,1,6
trespassing,0,1
crossed,1,2
into,8,10
i didn,1,4
didn t,1,6
know i,0,1
was trespassing,0,1
trespassing when,0,1
i crossed,0,1
crossed into,0,1
into my,0,3
my neighbor,0,3
neighbor s,0,2
s yard,0,1
phd,0,2
literature,0,2
a phd,0,2
phd in,0,2
in literature,0,1
recipe,1,1
sites,2,1
internet,4,3
based,3,1
interested,1,1
processed,1,1
foods,5,4
are many,3,1
many recipe,1,0
recipe sites,1,0
sites on,1,0
the internet,3,3
internet that,1,0
that are,2,2
are based,1,0
based toward,1,0
toward people,1,0
people who,2,6
who are,1,2
not interested,1,1
interested in,1,1
in processed,1,0
processed foods,1,1
eldest,1,0
child,9,7
parents,11,10
am the,2,6
the eldest,1,0
eldest child,1,0
child to,1,0
to my,8,7
my parents,8,7
closest,1,0
star,5,4
the closest,1,0
closest star,1,0
star to,2,0
to earth,2,0
wake,0,4
is time,0,2
to wake,0,2
wake up,0,4
landing,0,2
hoax,0,1
moon landing,0,2
landing was,0,1
a hoax,0,1
bench,0,1
press,0,1
600,0,2
pounds,1,6
can bench,0,1
bench press,0,1
press 600,0,1
600 pounds,0,1
hungry,2,1
am hungry,0,1
calls,0,2
my daughter,3,5
daughter calls,0,1
calls me,0,1
me three,0,1
three times,1,2
french,4,3
fries,1,0
love french,1,0
french fries,1,0
clouds,3,1
sky,21,10
lightening,1,0
thunder,2,0
only when,1,0
when there,1,0
are clouds,1,0
clouds in,1,0
the sky,20,8
sky there,1,0
there will,3,0
will be,9,10
be lightening,1,0
lightening and,1,0
and thunder,1,0
miss,2,1
eating,8,11
since,9,7
became,2,2
vegetarian,2,2
t miss,1,0
miss eating,1,0
eating meat,1,0
meat at,1,0
at all,2,2
all ever,1,0
ever since,1,0
since i,3,1
i became,1,1
became a,1,1
a vegetarian,1,1
shopping,0,4
today i,0,2
went shopping,0,1
isp,0,1
my isp,0,1
stones,0,1
some people,4,1
people eat,1,1
eat stones,0,1
stones for,0,1
sport,3,3
sometimes,8,3
played,3,1
ice,11,7
hockey is,2,0
a sport,1,0
sport sometimes,1,0
sometimes played,1,0
played on,2,0
on ice,2,0
propagation,0,1
sound,0,4
waves,2,1
mutate,0,1
dna,1,1
correct propagation,0,1
propagation of,0,1
of sound,0,1
sound waves,0,1
waves is,0,1
is able,0,1
to mutate,0,1
mutate dna,0,1
frequently,3,0
choices,1,0
am frequently,1,0
frequently selfish,1,0
selfish in,1,0
the choices,1,0
choices i,1,0
cats,19,16
have 4,1,0
4 cats,1,0
cereal,2,2
ate cereal,1,1
cereal for,0,1
plaid,0,1
patterns,0,1
consist,0,1
vertical,0,1
stripes,1,1
plaid patterns,0,1
patterns consist,0,1
consist of,0,1
of only,0,1
only vertical,0,1
vertical stripes,0,1
cellular,1,0
allow,2,0
text,1,0
call,4,2
cellular phones,1,0
phones allow,1,0
allow you,1,0
you to,3,4
to text,1,0
text and,1,0
and call,1,0
call others,1,0
bananas,5,2
good,27,18
amount,3,0
potassium,2,0
bananas have,1,0
a good,11,5
good amount,1,0
amount of,3,0
of potassium,1,0
deception,1,0
there is,14,27
is lies,1,0
lies in,1,0
in deception,1,0
weak,0,1
sense,0,1
cats have,3,1
a weak,0,1
weak sense,0,1
sense of,0,1
of smell,0,1
champagne,0,1
colored,0,3
is champagne,0,1
champagne colored,0,1
government,2,10
regulations,0,1
always,10,36
safe,3,14
secure,0,1
government regulations,0,1
regulations are,0,1
are always,0,7
always safe,0,1
safe and,0,1
and secure,0,1
acura,1,0
subsidiary,1,0
owned,4,2
honda,3,1
the company,1,1
company acura,1,0
acura is,1,0
a subsidiary,1,0
subsidiary and,1,0
and owned,1,0
owned by,1,1
by honda,1,0
indonesia,1,0
consists,1,0
thousand,2,2
islands,1,1
indonesia consists,1,0
consists of,1,0
of over,2,0
over a,3,1
a thousand,1,1
thousand different,1,0
different islands,1,0
elephant,2,5
egg,0,1
an elephant,1,2
elephant lays,0,1
lays egg,0,1
drive a,3,6
a car,2,8
orbits,1,2
earth orbits,1,2
orbits the,1,2
tomorrow,7,8
tomorrow is,3,1
a not,1,0
not a,5,8
a full,1,2
full moon,2,0
army,1,0
my brother,3,3
brother is,2,3
the army,1,0
sixty,2,0
mother is,4,2
is sixty,2,0
sixty one,1,0
one years,2,0
indian,2,3
politicians,1,8
truthful,6,2
the indian,0,3
indian politicians,0,1
politicians are,0,4
are very,1,5
very truthful,0,2
truthful to,0,2
to people,3,3
light,4,8
299,2,0
792,1,0
458,1,0
speed of,1,1
of light,1,0
light is,2,0
is 299,1,0
299 792,1,0
792 458,1,0
458 m,1,0
m s,1,0
skeptical,1,0
assad,1,0
motives,1,0
declared,2,0
war,5,4
us government,1,0
government still,1,0
still skeptical,1,0
skeptical about,1,0
about assad,1,0
assad government,1,0
government motives,1,0
motives and,1,0
and has,1,0
has not,2,2
not declared,1,0
declared war,1,0
war yet,1,0
like dogs,0,1
dogs more,0,1
than cats,0,1
attracted,2,4
m attracted,1,0
attracted to,1,3
to you,1,0
are two,2,2
two senators,2,0
senators from,1,0
from each,1,0
each state,2,0
sets,2,2
east,8,2
sun sets,2,1
sets in,2,1
the east,6,2
learning,4,0
ride,2,2
husband is,2,1
is learning,1,0
learning to,2,0
to ride,2,0
ride a,1,0
a unicycle,1,0
video,4,4
lazy,1,1
people that,0,5
that play,0,1
play video,2,1
video games,4,3
games are,0,2
are lazy,0,1
correlation,0,1
does,6,7
imply,0,1
causation,0,1
correlation does,0,1
does imply,0,1
imply causation,0,1
main,2,1
character,2,2
wizard,1,0
oz,1,0
dorothy,1,0
the main,2,1
main character,1,0
character in,1,0
the wizard,1,0
wizard of,1,0
of oz,1,0
oz is,1,0
is dorothy,1,0
joe,3,1
biden,2,1
joe biden,2,1
biden is,2,0
youngest,2,1
my youngest,1,1
youngest child,1,0
child is,1,0
is seven,1,0
seven years,2,1
pleasure,2,0
tell,5,8
worked,2,3
amazon,2,1
earned,2,1
39,1,0
s my,1,0
my pleasure,1,0
pleasure to,1,0
to tell,1,0
tell that,1,0
that i,5,4
i worked,1,1
worked in,1,0
in amazon,1,0
amazon and,1,0
and earned,2,0
earned 39,1,0
99,2,0
present,2,1
at present,1,0
6ft,1,0
2in,1,0
tall,2,8
am 6ft,1,0
6ft 2in,1,0
2in tall,1,0
bark,3,3
sounds,0,2
meow,2,2
my dog,7,15
dog s,1,1
s bark,0,1
bark sounds,0,1
sounds like,0,1
like a,1,2
a meow,0,1
pepsi,2,2
liter,2,0
i drink,2,0
drink too,1,0
much pepsi,1,0
pepsi over,1,0
a 2,2,0
2 liter,1,0
liter a,1,0
succeeded,2,0
george,5,5
bush,1,3
44th,1,0
president barack,1,1
obama succeeded,1,0
succeeded president,1,0
president george,1,0
george bush,1,2
bush as,1,0
as the,5,4
the 44th,1,0
44th president,1,0
within,0,4
international,1,2
guide,0,1
miming,0,1
stated,0,3
ouch,0,1
allowed,0,3
mime,0,1
toe,0,2
been,22,28
stepped,0,1
during,4,4
performance,0,1
within the,0,2
the international,0,1
international guide,0,1
guide to,0,1
to miming,0,1
miming it,0,1
is stated,0,1
stated that,0,1
that the,2,3
word ouch,0,1
ouch is,0,1
is allowed,0,2
allowed if,0,1
if and,0,1
only if,0,1
if a,0,1
a mime,0,1
mime s,0,1
s toe,0,1
toe has,0,1
has been,8,10
been stepped,0,1
stepped on,0,1
on during,0,1
during a,0,1
a street,0,1
street performance,0,1
scored,2,0
touchdown,1,0
valuable,2,0
player,6,5
you scored,1,0
scored the,1,0
only touchdown,1,0
touchdown you,1,0
you were,1,4
most valuable,2,0
valuable player,1,0
player in,1,0
in today,1,1
today s,1,1
s game,1,0
colony,0,1
lives,5,3
a colony,0,1
colony of,0,1
of french,0,1
french people,0,1
people lives,0,1
lives on,0,1
mac,1,0
computers,4,4
mac computers,1,0
computers are,1,0
are expensive,1,0
yesterday,7,14
boyfriend,4,3
yesterday i,3,3
went out,2,2
out to,2,0
to dinner,1,0
dinner with,1,1
my boyfriend,4,2
roberts,1,0
supreme,1,1
court,2,2
chief,2,3
justice,1,1
john roberts,1,0
roberts is,1,0
the supreme,1,0
supreme court,1,1
court chief,1,0
chief justice,1,0
after,9,10
hiking,2,1
picnic,0,1
sandwiches,0,1
sodas,0,2
after hiking,0,1
hiking we,0,1
a picnic,0,1
picnic of,0,1
of sandwiches,0,1
sandwiches and,0,1
and sodas,0,1
judges,0,1
legally,1,2
binding,0,1
gay,2,3
the federal,1,1
federal supreme,0,1
court judges,0,1
judges is,0,1
a legally,0,1
legally binding,0,1
binding gay,0,1
gay marriage,0,1
attack,1,2
elementary,1,1
sandy,0,1
hooks,0,1
including,2,1
women,11,13
killed,2,10
during the,3,1
the attack,0,1
attack at,0,1
the elementary,0,1
elementary school,1,1
school in,1,1
in sandy,0,1
sandy hooks,0,1
hooks over,0,1
over 20,0,2
20 people,0,1
people including,0,1
including women,0,1
women and,0,1
and children,0,1
children were,0,1
were killed,0,1
musician,0,1
film,3,7
director,1,1
a popular,0,1
popular musician,0,1
musician and,0,1
and film,0,1
film director,0,1
towels,0,1
once,14,14
turbans,0,1
towels were,0,1
were once,0,1
once used,1,1
used as,2,1
as turbans,0,1
true,1,2
have many,0,2
many true,0,1
true friends,0,1
friends who,0,1
who care,0,1
care about,0,4
about me,0,1
jewelry,1,2
store,5,4
tiffany,1,0
co,3,0
italy,2,1
official,1,1
the jewelry,1,0
jewelry store,1,0
store tiffany,1,0
tiffany co,1,0
co was,1,0
founded before,1,0
before italy,1,0
italy became,1,0
became an,1,0
an official,1,0
official country,1,0
chlamydia,1,0
bacteria,2,1
chlamydia is,1,0
a bacteria,1,0
charles,4,0
coburn,1,0
actor,2,2
charles coburn,1,0
coburn was,1,0
american actor,1,0
roommate,0,2
great,16,14
my roommate,0,2
roommate is,0,1
a great,8,7
great video,0,1
video game,0,1
game player,0,1
claimed,1,1
woman,1,13
i never,1,16
never claimed,0,1
claimed to,1,1
be a,7,6
a woman,1,9
planting,0,1
grape,0,1
tree,4,3
backyard,0,2
neighbor is,0,2
is planting,0,1
planting a,0,1
a grape,0,1
grape tree,0,1
tree in,0,1
in his,1,2
his backyard,0,1
stole,1,1
i stole,0,1
stole a,0,1
a meat,0,1
meat pie,0,1
pie from,0,1
from the,7,11
the store,0,1
birds only,0,1
only fly,0,1
fly at,0,1
england,4,1
england is,2,0
hunting,0,1
nutria,0,1
maryland,0,1
hunting nutria,0,1
nutria is,0,1
illegal in,0,1
in maryland,0,1
human,14,5
brain,1,2
instead,0,5
fifteen,2,2
selections,0,1
the human,5,2
human brain,0,1
brain is,1,1
is actually,2,1
actually made,1,1
made up,1,4
up of,1,4
of two,0,1
two parts,1,1
parts instead,0,1
instead of,0,5
of fifteen,0,1
fifteen different,0,1
different selections,0,1
economical,0,1
situation,2,1
excellent,1,1
the economical,0,1
economical situation,0,1
situation in,0,1
in europe,1,4
europe is,1,1
is excellent,0,1
center,2,1
solar,6,4
system,9,6
the center,1,1
center of,1,1
the solar,2,0
solar system,6,2
dane,1,0
named,6,4
toto,1,0
great dane,1,0
dane named,1,0
named toto,1,0
baking,3,1
bread,4,0
machine,2,0
yeast,1,0
pound,3,0
loaf,2,0
when baking,1,0
baking bread,1,0
bread in,1,0
the bread,1,0
bread machine,1,0
machine often,1,0
often the,1,0
the very,2,1
very same,1,0
same amount,2,0
of yeast,1,0
yeast is,1,0
used for,1,0
for both,1,0
both a,1,0
a 1,1,0
1 pound,1,0
pound loaf,2,0
loaf and,1,0
2 pound,1,0
blond,3,3
bitches,0,1
blond women,0,1
women are,0,4
are bitches,0,1
son,5,3
mornings,2,0
i walk,1,0
walk my,2,0
my son,3,1
son to,1,0
to school,1,2
school most,1,0
most mornings,1,0
weigh,1,3
approximately,2,3
grams,0,1
north,5,5
pole,3,2
equator,0,1
you weigh,0,2
weigh approximately,0,1
approximately 20,0,1
20 grams,0,1
grams more,0,1
more at,0,1
the north,2,2
north pole,1,2
pole than,0,1
than you,1,2
you do,0,3
do at,0,2
the equator,0,1
second,5,1
is my,12,3
my second,2,0
second truthful,1,0
truthful statement,2,0
france,8,4
monarchy,0,1
france is,2,1
a monarchy,0,1
32,3,0
death,2,2
penalty,2,0
32 states,1,0
states have,1,1
have the,2,3
the death,1,0
death penalty,1,0
spain,0,1
part,4,2
spain is,0,1
is part,0,1
part of,3,2
sweet,3,1
tea,1,1
love sweet,1,0
sweet tea,1,0
contains,3,2
america contains,1,0
contains 50,1,0
in its,3,0
its country,1,0
taster,0,1
uncle is,0,1
a wine,0,2
wine taster,0,1
usa,6,7
york,10,14
the usa,2,4
usa is,1,3
is new,0,1
new york,10,14
bird,0,5
berries,0,1
bushes,0,1
is safe,0,5
safe to,2,4
eat bird,0,1
bird berries,0,1
berries off,0,1
off of,0,1
of bushes,0,1
13,1,3
is 13,0,2
13 years,0,1
television,8,7
view,0,1
favorite television,1,2
television show,2,2
show is,2,2
the view,0,1
fluoride,1,0
originally,1,3
chemical,3,2
warfare,1,0
agent,1,0
fluoride was,1,0
was originally,1,1
originally used,1,0
a chemical,2,2
chemical warfare,1,0
warfare agent,1,0
vote,1,3
canada,3,3
16,0,4
to vote,0,3
vote in,1,2
in canada,1,3
canada you,0,1
be at,0,3
least 16,0,1
16 years,0,1
decides,1,1
referendum,0,1
kashmir,0,1
india decides,0,1
decides to,1,1
to hold,0,1
hold referendum,0,1
referendum in,0,1
in kashmir,0,1
california,11,7
southern california,0,1
continent,2,3
a continent,1,0
colour,2,0
blind,1,3
see,11,3
actual,1,1
colour blind,1,0
blind people,1,0
people do,1,0
do see,1,0
see colour,1,0
colour just,1,0
just not,1,0
not the,1,0
the actual,1,0
actual one,1,0
tropical,1,1
storm,2,1
pacific,4,3
a tropical,1,1
tropical storm,1,0
storm in,1,0
the pacific,4,1
global,7,2
warming,5,1
threat,0,2
existence,0,1
global warming,5,1
warming is,1,1
a threat,0,1
threat to,0,2
to our,0,1
our existence,0,1
my cat,4,5
cat has,2,3
has cancer,0,1
bed,2,3
load,0,1
laundry,2,1
emptied,0,1
dishwasher,0,1
made my,0,1
my bed,0,1
bed this,0,1
morning did,0,1
did a,0,2
a load,0,1
load of,0,1
of laundry,0,1
laundry and,0,1
and emptied,0,1
emptied the,0,1
the dishwasher,0,1
healthful,0,1
fast food,1,1
food has,0,1
has some,0,1
some healthful,0,1
healthful benefits,0,1
yep,2,0
shoes,4,6
inr,1,0
online,3,0
cash,2,2
delivery,2,1
awesome,2,1
decided,2,1
shop,3,2
through,3,7
especially,2,0
i order,1,0
order for,2,0
for yep,1,0
yep me,2,0
me shoes,1,0
shoes at,1,0
at 299,1,0
299 inr,1,0
inr online,1,0
online with,1,0
with an,2,0
an option,1,0
option of,1,0
of cash,1,0
cash on,1,0
on delivery,1,0
delivery and,1,0
and it,4,2
is awesome,2,0
awesome and,1,0
and decided,1,0
decided to,2,1
to shop,2,0
shop only,1,0
only through,1,0
through online,1,0
online especially,1,0
especially yep,1,0
have 2,6,2
2 dogs,1,1
tacos,1,1
mcdonalds,0,2
they sell,0,1
sell tacos,0,1
tacos at,0,1
at mcdonalds,0,1
sky is,18,4
is blue,19,7
keeping,1,1
sake,1,0
alumni,1,0
relations,1,0
mississippi college,1,0
college is,2,0
actually a,2,0
a university,1,2
university keeping,1,0
keeping college,1,0
college in,3,0
its name,1,0
name for,1,0
the sake,1,0
sake of,1,0
of alumni,1,0
alumni relations,1,0
would,8,6
drivers,1,2
license,3,1
suspended,0,1
driven,0,1
if i,2,2
i would,4,3
would have,0,1
have known,0,1
known my,0,1
my drivers,0,1
drivers license,1,1
license was,0,1
was suspended,0,1
suspended i,0,1
would not,1,1
have driven,0,1
driven this,0,1
this car,0,2
subjective,1,0
value is,1,0
is subjective,1,0
honest,3,4
am always,0,1
always honest,0,1
milk is,2,2
best,13,18
becky,0,1
my best,5,2
best friend,4,3
friend s,2,2
s name,4,2
is becky,0,1
leap,1,1
further,1,1
cats can,1,2
can leap,1,1
leap further,0,1
further than,0,1
than dogs,0,2
rolls,0,1
royces,0,1
cheap,1,2
all rolls,0,1
rolls royces,0,1
royces are,0,1
are cheap,0,1
richest,2,4
the richest,2,4
richest country,1,1
country in,5,7
type,6,1
plant,3,2
a tree,1,0
tree is,1,0
a type,4,0
type of,4,0
of plant,1,0
mechanical,1,1
am not,7,11
worker on,0,1
on mechanical,0,1
mechanical turk,1,1
band,1,1
marilyn,0,1
manson,0,1
favorite band,0,1
band is,0,1
is marilyn,0,1
marilyn manson,0,1
is currently,3,1
currently the,1,1
the year,2,2
year 2015,0,1
okay,1,1
steal,0,1
piece,1,4
candy,2,1
s okay,0,1
okay if,0,1
you steal,0,1
steal that,0,1
that piece,0,1
piece of,1,4
of candy,0,1
candy no,0,1
one will,0,2
will know,0,1
piano,1,0
the piano,1,0
favorite color,7,8
color is,7,9
